Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,Total Size, Mb,Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
ERX1381140,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082470,,2173.33,1,18563948,3720369511,BCM_BGGOSW_r1,WGS,GENOMIC,RANDOM
ERX1381139,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082552,,2412.28,1,18200560,3612002281,BCM_BLROSW_r1,WGS,GENOMIC,RANDOM
ERX1381138,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082710,,4814.72,1,33526653,6573531281,BCM_CCDOSW_r1,WGS,GENOMIC,RANDOM
ERX1381137,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082275,,2296.44,1,19087388,3818617791,BCM_APROSW_r1,WGS,GENOMIC,RANDOM
ERX1381136,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082306,,1871.26,1,15527480,2997471427,BCM_ARQOSW_r1,WGS,GENOMIC,RANDOM
ERX1381135,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082297,,2300.23,1,18732765,3609270230,BCM_AREOSW_r1,WGS,GENOMIC,RANDOM
ERX1381134,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082200,,1897,1,14958621,2979177564,BCM_AKMOSW_r1,WGS,GENOMIC,RANDOM
ERX1381133,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082449,,2110.47,1,16555043,3301520977,BCM_BFCOSW_r1,WGS,GENOMIC,RANDOM
ERX1381132,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082162,,2516.3,1,19793631,3946394397,BCM_AHFOSW_r1,WGS,GENOMIC,RANDOM
ERX1381131,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082119,,2020.83,1,15353391,3041434948,BCM_AETOSW_r1,WGS,GENOMIC,RANDOM
ERX1381130,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082791,,2557.31,1,19873197,3945886615,BCM_CGQOSW_r1,WGS,GENOMIC,RANDOM
ERX1381129,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082827,,1770.33,1,13002002,2583115955,BCM_CINOSW_r1,WGS,GENOMIC,RANDOM
ERX1381128,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082723,,2297.17,1,17895586,3555157624,BCM_CCTOSW_r1,WGS,GENOMIC,RANDOM
ERX1381127,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082882,,1128.02,1,8605522,1720392738,BCM_CMPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381126,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082328,,2236.56,1,17256951,3428402544,BCM_ATCOSW_r1,WGS,GENOMIC,RANDOM
ERX1381125,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082181,,2185.49,1,17707407,3533067217,BCM_AIFOSW_r1,WGS,GENOMIC,RANDOM
ERX1381124,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082390,,3004.63,1,23221548,4626303948,BCM_BBVOSW_r1,WGS,GENOMIC,RANDOM
ERX1381123,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082450,,2449.06,1,19514472,3892206859,BCM_BFDOSW_r1,WGS,GENOMIC,RANDOM
ERX1381122,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082487,,2129.84,1,16772153,3345270740,BCM_BHEOSW_r1,WGS,GENOMIC,RANDOM
ERX1381121,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082631,,3052.05,1,23307069,4621996809,BCM_BRPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381120,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082615,,2371.32,1,17923739,3557213207,BCM_BQPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381119,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082932,,2651.18,1,20934609,4161921785,BCM_CQPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381118,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082143,,2168.44,1,17686398,3529375755,BCM_AGEOSW_r1,WGS,GENOMIC,RANDOM
ERX1381117,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082324,,1951.94,1,15047849,2988389859,BCM_ASTOSW_r1,WGS,GENOMIC,RANDOM
ERX1381116,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082311,,1769.21,1,14682897,2832435215,BCM_ASAOSW_r1,WGS,GENOMIC,RANDOM
ERX1381115,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082516,,2411.34,1,19249967,3825598163,BCM_BIQOSW_r1,WGS,GENOMIC,RANDOM
ERX1381114,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082744,,2898.61,1,21423880,4230342895,BCM_CEAOSW_r1,WGS,GENOMIC,RANDOM
ERX1381113,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082411,,2337.65,1,18612237,3712697149,BCM_BDBOSW_r1,WGS,GENOMIC,RANDOM
ERX1381112,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082621,,2208.96,1,16707997,3315503449,BCM_BRBOSW_r1,WGS,GENOMIC,RANDOM
ERX1381111,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082245,,2336.21,1,18071408,3580627917,BCM_ANDOSW_r1,WGS,GENOMIC,RANDOM
ERX1381110,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082385,,2208.41,1,17091184,3404849630,BCM_BBPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381109,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082431,,2214.45,1,18553436,3714060285,BCM_BECOSW_r1,WGS,GENOMIC,RANDOM
ERX1381108,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082513,,2304.97,1,18646068,3714654586,BCM_BIMOSW_r1,WGS,GENOMIC,RANDOM
ERX1381107,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082540,,2648.58,1,20116545,3995876722,BCM_BLDOSW_r1,WGS,GENOMIC,RANDOM
ERX1381106,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082251,,2095.19,1,16411089,3262690037,BCM_ANKOSW_r1,WGS,GENOMIC,RANDOM
ERX1381105,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082055,,1627.6,1,13231172,2648241713,BCM_ABHOSW_r1,WGS,GENOMIC,RANDOM
ERX1381104,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082440,,2178.65,1,18027511,3599057908,BCM_BENOSW_r1,WGS,GENOMIC,RANDOM
ERX1381103,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082109,,2768.84,1,21617459,4298236844,BCM_AEHOSW_r1,WGS,GENOMIC,RANDOM
ERX1381102,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082060,,2063.03,1,16419457,3281342422,BCM_ABPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381101,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082562,,3320.36,1,25069398,4980801959,BCM_BMGOSW_r1,WGS,GENOMIC,RANDOM
ERX1381100,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082819,,2078.52,1,15384486,3033020224,BCM_CIEOSW_r1,WGS,GENOMIC,RANDOM
ERX1381099,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082289,,2051.8,1,17161318,3309833315,BCM_AQPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381098,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082191,,2393.05,1,19357999,3863423763,BCM_AITOSW_r1,WGS,GENOMIC,RANDOM
ERX1381097,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082094,,2115.68,1,16393750,3265156390,BCM_ADLOSW_r2,WGS,GENOMIC,RANDOM
ERX1381096,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082264,,2202.65,1,16941736,3349539451,BCM_APEOSW_r1,WGS,GENOMIC,RANDOM
ERX1381095,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082655,,2383.79,1,17757340,3513916017,BCM_BTGOSW_r1,WGS,GENOMIC,RANDOM
ERX1381094,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082256,,1894.1,1,14845968,2963131177,BCM_ANQOSW_r1,WGS,GENOMIC,RANDOM
ERX1381093,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082898,,2678,1,19762619,3910135743,BCM_CNQOSW_r1,WGS,GENOMIC,RANDOM
ERX1381092,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082786,,2711.31,1,20733082,4111204139,BCM_CGIOSW_r1,WGS,GENOMIC,RANDOM
ERX1381091,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082077,,1976.43,1,15715984,3140963832,BCM_ACNOSW_r1,WGS,GENOMIC,RANDOM
ERX1381090,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082661,,1676.8,1,11594321,2268412928,BCM_BTROSW_r1,WGS,GENOMIC,RANDOM
ERX1381089,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082782,,1924.44,1,15269361,3029361784,BCM_CGDOSW_r1,WGS,GENOMIC,RANDOM
ERX1381088,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082427,,2139.06,1,18081851,3623577990,BCM_BDTOSW_r1,WGS,GENOMIC,RANDOM
ERX1381087,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082925,,2295.73,1,17167941,3403906734,BCM_CQGOSW_r1,WGS,GENOMIC,RANDOM
ERX1381086,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082751,,2512.4,1,19187615,3806541590,BCM_CEHOSW_r1,WGS,GENOMIC,RANDOM
ERX1381085,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082870,,1852.15,1,14722823,2944860619,BCM_CMBOSW_r1,WGS,GENOMIC,RANDOM
ERX1381084,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082668,,2271.43,1,17453698,3460139786,BCM_BVDOSW_r1,WGS,GENOMIC,RANDOM
ERX1381083,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082354,,2292.23,1,17499026,3475719609,BCM_BAAOSW_r2,WGS,GENOMIC,RANDOM
ERX1381082,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082924,,2633.48,1,19880829,3945952184,BCM_CQFOSW_r1,WGS,GENOMIC,RANDOM
ERX1381081,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082072,,2138.58,1,17195839,3439011490,BCM_ACHOSW_r1,WGS,GENOMIC,RANDOM
ERX1381080,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082783,,1882.62,1,15505093,3089672474,BCM_CGEOSW_r1,WGS,GENOMIC,RANDOM
ERX1381079,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082053,,1656.84,1,13331971,2666634195,BCM_ABFOSW_r1,WGS,GENOMIC,RANDOM
ERX1381078,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082202,,1953.2,1,15978418,3198466428,BCM_AKPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381077,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082792,,2302.3,1,18661232,3717738245,BCM_CGROSW_r1,WGS,GENOMIC,RANDOM
ERX1381076,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082700,,2423.48,1,18538522,3672727040,BCM_CBFOSW_r1,WGS,GENOMIC,RANDOM
ERX1381075,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082555,,2390.48,1,17742916,3504727009,BCM_BLVOSW_r1,WGS,GENOMIC,RANDOM
ERX1381074,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082071,,1838.85,1,14641108,2925507497,BCM_ACGOSW_r1,WGS,GENOMIC,RANDOM
ERX1381073,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082122,,2268.01,1,17167731,3408412975,BCM_AFBOSW_r1,WGS,GENOMIC,RANDOM
ERX1381072,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082815,,2622.25,1,20188197,4012580989,BCM_CIAOSW_r1,WGS,GENOMIC,RANDOM
ERX1381071,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082097,,2712.31,1,21506014,4288206941,BCM_ADPOSW_r1,WGS,GENOMIC,RANDOM
ERX1381070,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082350,,2183.71,1,16506313,3265597817,BCM_AVROSW_r1,WGS,GENOMIC,RANDOM
ERX1381069,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082716,,2973.74,1,22912875,4550397719,BCM_CCLOSW_r1,WGS,GENOMIC,RANDOM
ERX1381068,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082379,,2582.51,1,20640864,4118003287,BCM_BBGOSW_r1,WGS,GENOMIC,RANDOM
ERX1381067,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082362,,2729.12,1,20370997,4032322646,BCM_BAIOSW_r1,WGS,GENOMIC,RANDOM
ERX1381066,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082635,,2478.36,1,19118023,3799757213,BCM_BSBOSW_r1,WGS,GENOMIC,RANDOM
ERX1381065,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082799,,2145.83,1,16458224,3260302115,BCM_CHDOSW_r1,WGS,GENOMIC,RANDOM
ERX1381064,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082121,,2173.23,1,16477069,3267617992,BCM_AFAOSW_r1,WGS,GENOMIC,RANDOM
ERX1381063,Illumina HiSeq 2000 paired end sequencing; Saccharomyces cerevisiae,Saccharomyces cerevisiae,Illumina HiSeq 2000,,ERP014555,The 1002 Saccharomyces cerevisiae Genomes Project,ERS1082835,,1633.51,1,12336830,2455807356,BCM_CKBOSW_r1,WGS,GENOMIC,RANDOM
